index,市区町村コード,住所,種類,面積（㎡）,築年数,最寄駅：距離（分）,取引価格（総額）,divergence,ratio,signed_pct,direction,band,quantile_median,empirical_median,has_overlap,n_used,flag
39655,13303,東京都西多摩郡瑞穂町大字箱根ケ崎,中古マンション等,50,32.0,7.0,6600000,2.81034787000889,3.81034787000889,281.03478700088897,高値,重度,16003461.054037338,4200000.0,False,3,要人手査定
38640,13222,東京都東久留米市浅間町,中古マンション等,55,43.0,7.0,24000000,1.784256911371193,2.7842569113711932,178.42569113711932,高値,重度,21577991.063126747,7750000.0,True,30,要人手査定
11169,13108,東京都江東区豊洲,中古マンション等,185,17.0,5.0,450000000,1.7303160101929134,2.7303160101929134,173.03160101929134,高値,重度,450502141.6818307,165000000.0,True,30,要人手査定
4479,13103,東京都港区南青山,中古マンション等,95,20.0,10.0,420000000,1.6050820259417988,2.605082025941799,160.5082025941799,高値,重度,403787714.0209788,155000000.0,True,30,要人手査定
535,13101,東京都千代田区四番町,中古マンション等,260,19.0,3.0,1400000000,1.5675723828424422,2.5675723828424424,156.7572382842442,高値,重度,885812472.0806426,345000000.0,True,30,要人手査定
31079,13121,東京都足立区綾瀬,中古マンション等,30,38.0,2.0,21000000,1.5670518446806327,2.5670518446806327,156.70518446806327,高値,重度,20279709.572977,7900000.0,True,30,要人手査定
38781,13223,東京都武蔵村山市伊奈平,中古マンション等,90,18.0,5.0,22000000,1.564151682202507,2.5641516822025068,156.4151682202507,高値,重度,27692838.167787075,10800000.0,False,18,要人手査定
15827,13110,東京都目黒区目黒,中古マンション等,145,6.0,6.0,640000000,1.435542374494965,2.4355423744949647,143.5542374494965,高値,重度,462753051.1540433,190000000.0,True,30,要人手査定
36981,13209,東京都町田市成瀬,中古マンション等,140,35.0,13.0,53000000,1.428585337362348,2.4285853373623483,142.85853373623482,高値,重度,55857462.759334005,23000000.0,True,30,要人手査定
401,13101,東京都千代田区神田淡路町,中古マンション等,35,23.0,1.0,54000000,1.4148297126679037,2.4148297126679035,141.48297126679037,高値,重度,83311625.08704267,34500000.0,True,30,要人手査定
14332,13109,東京都品川区上大崎,中古マンション等,65,19.0,1.0,200000000,1.412340705924386,2.412340705924386,141.2340705924386,高値,重度,177307041.88544238,73500000.0,True,30,要人手査定
14328,13109,東京都品川区上大崎,中古マンション等,55,19.0,1.0,200000000,1.4072506987728428,2.407250698772843,140.72506987728428,高値,重度,166100298.21532616,69000000.0,True,30,要人手査定
38700,13222,東京都東久留米市南沢,中古マンション等,110,23.0,5.0,49000000,1.3900706535262797,2.3900706535262795,139.00706535262796,高値,重度,48996448.39728873,20500000.0,True,30,要人手査定
20704,13113,東京都渋谷区広尾,中古マンション等,130,40.0,4.0,560000000,1.3710520700410223,2.371052070041022,137.10520700410223,高値,重度,509776195.0588198,215000000.0,True,30,要人手査定
38701,13222,東京都東久留米市南沢,中古マンション等,105,23.0,5.0,50000000,1.3703615670927956,2.3703615670927958,137.03615670927957,高値,重度,48592412.12540231,20500000.0,True,30,要人手査定
5856,13104,東京都新宿区内藤町,中古マンション等,125,17.0,6.0,480000000,1.3509691763306753,2.3509691763306755,135.09691763306753,高値,重度,423174451.73952156,180000000.0,True,30,要人手査定
25176,13116,東京都豊島区南池袋,中古マンション等,30,27.0,6.0,55000000,1.3352644272479177,2.3352644272479175,133.52644272479176,高値,重度,54878714.04032607,23500000.0,True,30,要人手査定
31,13101,東京都千代田区四番町,中古マンション等,155,19.0,4.0,720000000,1.3206466549852454,2.3206466549852456,132.06466549852453,高値,重度,731003696.3203523,315000000.0,True,30,要人手査定
13251,13109,東京都品川区北品川,中古マンション等,90,56.0,14.0,93000000,1.3158027084704678,2.3158027084704678,131.5802708470468,高値,重度,97263713.75575964,42000000.0,True,30,要人手査定
13109,13109,東京都品川区上大崎,中古マンション等,80,9.0,2.0,330000000,1.308456878719587,2.308456878719587,130.8456878719587,高値,重度,288557109.83994836,125000000.0,True,30,要人手査定
38789,13223,東京都武蔵村山市神明,中古マンション等,60,28.0,20.0,12000000,1.292285073154863,2.2922850731548627,129.2285073154863,高値,重度,24756678.79007252,10800000.0,True,18,要人手査定
483,13101,東京都千代田区三番町,中古マンション等,80,57.0,5.0,120000000,1.2799714921458278,2.279971492145828,127.99714921458278,高値,重度,160737990.19628087,70500000.0,True,30,要人手査定
19984,13112,東京都世田谷区北沢,中古マンション等,30,38.0,3.0,34000000,1.2687867661827164,2.2687867661827164,126.87867661827164,高値,重度,38569375.02510618,17000000.0,True,30,要人手査定
20696,13113,東京都渋谷区広尾,中古マンション等,95,42.0,5.0,300000000,1.2579109520141725,2.2579109520141727,125.79109520141725,高値,重度,270949314.2417007,120000000.0,True,30,要人手査定
37099,13209,東京都町田市森野,中古マンション等,55,50.0,14.0,22000000,1.2570845013263803,2.2570845013263803,125.70845013263803,高値,重度,21329448.537534293,9450000.0,True,30,要人手査定
38761,13222,東京都東久留米市中央町,中古マンション等,65,56.0,11.0,27000000,1.2552240576006561,2.2552240576006564,125.52240576006561,高値,重度,27062688.691207875,12000000.0,True,30,要人手査定
13110,13109,東京都品川区上大崎,中古マンション等,70,19.0,2.0,200000000,1.254384493490549,2.254384493490549,125.4384493490549,高値,重度,196131450.93367776,87000000.0,True,30,要人手査定
1152,13102,東京都中央区勝どき,中古マンション等,160,3.0,2.0,880000000,1.2449175825805678,2.244917582580568,124.49175825805679,高値,重度,707149038.5128789,315000000.0,True,30,要人手査定
13174,13109,東京都品川区上大崎,中古マンション等,80,9.0,2.0,310000000,1.219172787970396,2.219172787970396,121.9172787970396,高値,重度,277396598.4962995,125000000.0,True,30,要人手査定
19987,13112,東京都世田谷区北沢,中古マンション等,25,44.0,2.0,38000000,1.2057634514176816,2.2057634514176816,120.57634514176816,高値,重度,29777806.5941387,13500000.0,True,30,要人手査定
5877,13104,東京都新宿区市谷砂土原町,中古マンション等,175,39.0,4.0,380000000,1.1978181770402496,2.19781817704025,119.78181770402496,高値,重度,340661817.4412387,155000000.0,True,30,要人手査定
31113,13121,東京都足立区梅島,中古マンション等,30,30.0,3.0,16000000,1.1914639616014315,2.1914639616014315,119.14639616014315,高値,重度,17531711.69281145,8000000.0,True,30,要人手査定
38782,13223,東京都武蔵村山市伊奈平,中古マンション等,65,18.0,5.0,19000000,1.1782874096165252,2.1782874096165252,117.82874096165253,高値,重度,23525504.023858473,10800000.0,True,18,要人手査定
2529,13103,東京都港区元麻布,中古マンション等,105,47.0,12.0,250000000,1.1772409418445793,2.177240941844579,117.72409418445793,高値,重度,250382708.3121266,115000000.0,True,30,要人手査定
14331,13109,東京都品川区上大崎,中古マンション等,65,19.0,1.0,190000000,1.14031171474448,2.1403117147444797,114.03117147444799,高値,重度,157312911.03371927,73500000.0,True,30,要人手査定
13166,13109,東京都品川区上大崎,中古マンション等,80,56.0,3.0,100000000,1.1351867361392554,2.1351867361392554,113.51867361392553,高値,重度,106759336.80696277,50000000.0,True,30,要人手査定
536,13101,東京都千代田区四番町,中古マンション等,145,19.0,3.0,720000000,1.1323936476214789,2.132393647621479,113.23936476214789,高値,重度,735675808.4294102,345000000.0,True,30,要人手査定
20699,13113,東京都渋谷区広尾,中古マンション等,105,42.0,6.0,360000000,1.1314385375599187,2.1314385375599185,113.14385375599187,高値,重度,309058587.9461882,145000000.0,True,30,要人手査定
19057,13112,東京都世田谷区奥沢,中古マンション等,185,8.0,5.0,320000000,1.113941086194605,2.113941086194605,111.39410861946051,高値,重度,338230573.7911368,160000000.0,True,30,要人手査定
24001,13115,東京都杉並区浜田山,中古マンション等,30,42.0,3.0,35000000,1.1094143598492698,2.1094143598492696,110.94143598492698,高値,重度,30586508.217814412,14500000.0,True,30,要人手査定
22532,13114,東京都中野区中野,中古マンション等,55,54.0,10.0,53000000,1.1031895264334322,2.1031895264334324,110.31895264334321,高値,重度,62044091.02978625,29500000.0,True,30,要人手査定
2507,13103,東京都港区元麻布,中古マンション等,100,24.0,8.0,500000000,1.0978308916695192,2.097830891669519,109.78308916695192,高値,重度,461522796.1672942,220000000.0,True,30,要人手査定
23431,13115,東京都杉並区高井戸東,中古マンション等,160,17.0,9.0,300000000,1.0879812052957565,2.0879812052957565,108.79812052957564,高値,重度,229677932.5825332,110000000.0,True,30,要人手査定
15235,13110,東京都目黒区三田,中古マンション等,155,32.0,10.0,550000000,1.085218253053344,2.085218253053344,108.5218253053344,高値,重度,364913194.2843352,175000000.0,True,30,要人手査定
20707,13113,東京都渋谷区広尾,中古マンション等,95,42.0,6.0,290000000,1.074956599079554,2.0749565990795538,107.4956599079554,高値,重度,269744357.880342,130000000.0,True,30,要人手査定
34537,13202,東京都立川市高松町,中古マンション等,80,30.0,11.0,51000000,1.0743902389671318,2.074390238967132,107.43902389671318,高値,重度,49785365.735211164,24000000.0,True,30,要人手査定
480,13101,東京都千代田区麹町,中古マンション等,40,23.0,2.0,73000000,1.0715515208524642,2.071551520852464,107.15515208524641,高値,重度,71468527.46941002,34500000.0,True,30,要人手査定
2518,13103,東京都港区麻布台,中古マンション等,65,12.0,7.0,200000000,1.066668666928608,2.0666686669286083,106.66686669286081,高値,重度,268666926.70071906,130000000.0,True,30,要人手査定
20204,13112,東京都世田谷区玉川,中古マンション等,120,7.0,6.0,330000000,1.0630663736340151,2.0630663736340153,106.3066373634015,高値,重度,278513960.44059205,135000000.0,True,30,要人手査定
25074,13116,東京都豊島区西池袋,中古マンション等,140,22.0,6.0,300000000,1.0599720442133531,2.059972044213353,105.99720442133531,高値,重度,267796365.74773592,130000000.0,True,30,要人手査定
39291,13225,東京都稲城市大丸,中古マンション等,60,47.0,9.0,25000000,1.0597198708415951,2.059719870841595,105.97198708415951,高値,重度,24716638.45009914,12000000.0,True,30,要人手査定
33795,13201,東京都八王子市子安町,中古マンション等,95,16.0,1.0,120000000,1.0580188434160975,2.0580188434160975,105.80188434160975,高値,重度,97755895.06226464,47500000.0,True,30,要人手査定
21386,13113,東京都渋谷区恵比寿,中古マンション等,35,43.0,4.0,65000000,1.0572753225632503,2.05727532256325,105.72753225632503,高値,重度,63775534.99946076,31000000.0,True,30,要人手査定
38788,13223,東京都武蔵村山市大南,中古マンション等,70,39.0,13.0,17000000,1.0555778795428987,2.055577879542899,105.55778795428988,高値,重度,22200241.099063307,10800000.0,True,18,要人手査定
32331,13122,東京都葛飾区立石,中古マンション等,30,28.0,2.0,23000000,1.0501990060550421,2.0501990060550424,105.01990060550422,高値,重度,19476890.5575229,9500000.0,True,30,要人手査定
35850,13206,東京都府中市府中町,中古マンション等,135,30.0,3.0,140000000,1.0498432234206474,2.0498432234206474,104.98432234206474,高値,重度,92242945.05392914,45000000.0,True,30,要人手査定
2629,13103,東京都港区南青山,中古マンション等,95,44.0,11.0,170000000,1.0493125001658437,2.0493125001658434,104.93125001658437,高値,重度,194684687.51575515,95000000.0,True,30,要人手査定
13167,13109,東京都品川区上大崎,中古マンション等,65,19.0,2.0,200000000,1.0451363288508706,2.0451363288508704,104.51363288508706,高値,重度,177926860.61002573,87000000.0,True,30,要人手査定
21478,13113,東京都渋谷区渋谷,中古マンション等,120,1.0,6.0,630000000,1.0442861107840542,2.044286110784054,104.42861107840542,高値,重度,623507263.7891365,305000000.0,True,30,要人手査定
38726,13222,東京都東久留米市新川町,中古マンション等,85,6.0,1.0,70000000,1.0436663239572848,2.043666323957285,104.36663239572847,高値,重度,66419155.52861176,32500000.0,True,30,要人手査定
15597,13110,東京都目黒区青葉台,中古マンション等,30,26.0,5.0,62000000,1.0399014496456067,2.0399014496456065,103.99014496456067,高値,重度,60177092.764545396,29500000.0,True,30,要人手査定
31283,13121,東京都足立区千住,中古マンション等,60,22.0,3.0,71000000,1.0385718708353993,2.038571870835399,103.85718708353993,高値,重度,66253585.80215047,32500000.0,True,30,要人手査定
13160,13109,東京都品川区上大崎,中古マンション等,70,9.0,2.0,230000000,1.0373208729251502,2.03732087292515,103.73208729251502,高値,重度,244478504.75101802,120000000.0,True,30,要人手査定
34521,13202,東京都立川市高松町,中古マンション等,70,29.0,11.0,49000000,1.0363231371414692,2.036323137141469,103.63231371414692,高値,重度,48871755.29139526,24000000.0,True,30,要人手査定
34927,13203,東京都武蔵野市御殿山,中古マンション等,80,55.0,8.0,95000000,1.0356056282057398,2.0356056282057398,103.56056282057398,高値,重度,94655661.7115669,46500000.0,True,30,要人手査定
3167,13103,東京都港区六本木,中古マンション等,85,59.0,3.0,94000000,1.0268214462022571,2.026821446202257,102.68214462022571,高値,重度,183427340.88130426,90500000.0,True,30,要人手査定
5187,13104,東京都新宿区荒木町,中古マンション等,125,24.0,2.0,170000000,1.0257687665365454,2.025768766536545,102.57687665365454,高値,重度,283607627.31511635,140000000.0,True,30,要人手査定
36925,13209,東京都町田市真光寺,中古マンション等,100,29.0,5.0,18000000,1.0245190131550397,2.0245190131550395,102.45190131550397,高値,重度,42514899.27625583,21000000.0,True,30,要人手査定
32335,13122,東京都葛飾区立石,中古マンション等,30,28.0,2.0,23000000,1.0239907274686362,2.023990727468636,102.39907274686362,高値,重度,19227911.910952043,9500000.0,True,30,要人手査定
31286,13121,東京都足立区千住,中古マンション等,50,27.0,3.0,72000000,1.0235116787157157,2.0235116787157157,102.35116787157156,高値,重度,64752373.7189029,32000000.0,True,30,要人手査定
38791,13223,東京都武蔵村山市神明,中古マンション等,65,23.0,20.0,20000000,1.0229530485290754,2.0229530485290756,102.29530485290755,高値,重度,21847892.924114015,10800000.0,True,18,要人手査定
24159,13116,東京都豊島区高田,中古マンション等,210,38.0,4.0,180000000,1.0228048746362561,2.022804874636256,102.28048746362562,高値,重度,222508536.20998818,110000000.0,True,30,要人手査定
453,13101,東京都千代田区神田錦町,中古マンション等,35,23.0,6.0,70000000,1.0218211789051699,2.02182117890517,102.18211789051699,高値,重度,67731009.49332319,33500000.0,True,30,要人手査定
20691,13113,東京都渋谷区広尾,中古マンション等,80,42.0,6.0,250000000,1.021561244870414,2.021561244870414,102.15612448704141,高値,重度,200134563.242171,99000000.0,True,30,要人手査定
14347,13109,東京都品川区北品川,中古マンション等,75,45.0,7.0,120000000,1.020605486741716,2.020605486741716,102.0605486741716,高値,重度,119215723.71776125,59000000.0,True,30,要人手査定
15581,13110,東京都目黒区目黒,中古マンション等,105,7.0,5.0,420000000,1.0177675804228214,2.0177675804228214,101.77675804228214,高値,重度,343020488.67187965,170000000.0,True,30,要人手査定
13595,13109,東京都品川区東五反田,中古マンション等,100,43.0,11.0,130000000,1.01704834762322,2.01704834762322,101.704834762322,高値,重度,145227481.02887183,72000000.0,True,30,要人手査定
23245,13115,東京都杉並区浜田山,中古マンション等,180,37.0,10.0,170000000,1.0155224451215341,2.015522445121534,101.55224451215341,高値,重度,189459109.8414242,94000000.0,True,30,要人手査定
7610,13105,東京都文京区本郷,中古マンション等,25,28.0,6.0,31000000,1.007806586971975,2.007806586971975,100.7806586971975,高値,重度,43167841.61989746,21500000.0,True,30,要人手査定
20541,13113,東京都渋谷区代官山町,中古マンション等,85,26.0,2.0,320000000,1.006659023661133,2.006659023661133,100.6659023661133,高値,重度,270898968.19425297,135000000.0,True,30,要人手査定
21482,13113,東京都渋谷区渋谷,中古マンション等,75,3.0,9.0,320000000,1.0018860600851773,2.0018860600851776,100.18860600851774,高値,重度,310292339.3132025,155000000.0,True,30,要人手査定
22539,13114,東京都中野区中野,中古マンション等,80,32.0,4.0,170000000,1.0009802192252564,2.0009802192252564,100.09802192252563,高値,重度,136066654.90731743,68000000.0,True,30,要人手査定
4370,13103,東京都港区虎ノ門,中古マンション等,30,23.0,5.0,52000000,0.9961667093412949,1.996166709341295,99.61667093412949,高値,中度,68867751.47227468,34500000.0,True,30,要人手査定
20542,13113,東京都渋谷区代官山町,中古マンション等,85,28.0,4.0,220000000,0.9954396027230235,1.9954396027230235,99.54396027230234,高値,中度,249429950.34037793,125000000.0,True,30,要人手査定
20630,13113,東京都渋谷区広尾,中古マンション等,110,43.0,4.0,520000000,0.9930226888090841,1.993022688809084,99.3022688809084,高値,中度,298953403.3213626,150000000.0,True,30,要人手査定
5936,13104,東京都新宿区歌舞伎町,中古マンション等,35,43.0,9.0,36000000,0.992629783258617,1.9926297832586168,99.2629783258617,高値,中度,39852595.66517234,20000000.0,True,30,要人手査定
13221,13109,東京都品川区上大崎,中古マンション等,80,48.0,4.0,130000000,0.992520470514667,1.9925204705146669,99.25204705146669,高値,中度,115566187.28985068,58000000.0,True,30,要人手査定
2530,13103,東京都港区元麻布,中古マンション等,95,18.0,8.0,400000000,0.9905587079799928,1.9905587079799927,99.05587079799928,高値,中度,418017328.6757985,210000000.0,True,30,要人手査定
9115,13107,東京都墨田区江東橋,中古マンション等,105,18.0,5.0,200000000,0.9890392343784898,1.98903923437849,98.90392343784899,高値,中度,179013531.0940641,90000000.0,True,30,要人手査定
6208,13104,東京都新宿区富久町,中古マンション等,30,11.0,7.0,50000000,0.9847791252163616,1.9847791252163616,98.47791252163616,高値,中度,72444438.0703972,36500000.0,True,30,要人手査定
31362,13121,東京都足立区千住中居町,中古マンション等,75,35.0,10.0,62000000,0.9832346761215577,1.9832346761215576,98.32346761215577,高値,中度,61480274.95976829,31000000.0,True,30,要人手査定
25156,13116,東京都豊島区東池袋,中古マンション等,110,25.0,8.0,200000000,0.9825033667141446,1.9825033667141447,98.25033667141446,高値,中度,198250336.67141446,100000000.0,True,30,要人手査定
14626,13109,東京都品川区東五反田,中古マンション等,90,28.0,4.0,200000000,0.976971228437259,1.9769712284372591,97.69712284372591,高値,中度,195720151.61528865,99000000.0,True,30,要人手査定
20672,13113,東京都渋谷区代官山町,中古マンション等,75,26.0,1.0,270000000,0.974358673992996,1.9743586739929961,97.4358673992996,高値,中度,217179454.13922957,110000000.0,True,30,要人手査定
39345,13227,東京都羽村市神明台,中古マンション等,95,15.0,11.0,31000000,0.9681296519052757,1.9681296519052756,96.81296519052756,高値,中度,31490074.43048441,16000000.0,False,30,要人手査定
29600,13120,東京都練馬区上石神井,中古マンション等,30,38.0,8.0,21000000,0.9658453436165685,1.9658453436165684,96.58453436165685,高値,中度,24573066.795207106,12500000.0,True,30,要人手査定
20565,13113,東京都渋谷区広尾,中古マンション等,95,42.0,6.0,310000000,0.9622315196826137,1.9622315196826137,96.22315196826136,高値,中度,255090097.55873978,130000000.0,True,30,要人手査定
22552,13114,東京都中野区中野,中古マンション等,40,54.0,6.0,48000000,0.962126246770564,1.962126246770564,96.2126246770564,高値,中度,44147840.55233769,22500000.0,True,30,要人手査定
1707,13102,東京都中央区佃,中古マンション等,180,27.0,9.0,560000000,0.9608647608990613,1.9608647608990613,96.08647608990613,高値,中度,470607542.6157747,240000000.0,True,30,要人手査定
36517,13208,東京都調布市仙川町,中古マンション等,110,9.0,9.0,83000000,0.9582745331714588,1.9582745331714588,95.82745331714588,高値,中度,117496471.99028753,60000000.0,True,30,要人手査定
482,13101,東京都千代田区三番町,中古マンション等,50,41.0,3.0,90000000,0.9516284192628411,1.9516284192628413,95.16284192628412,高値,中度,86847464.65719643,44500000.0,True,30,要人手査定
21634,13113,東京都渋谷区広尾,中古マンション等,85,49.0,5.0,210000000,0.9485402844569448,1.9485402844569448,94.85402844569448,高値,中度,185111327.02340975,95000000.0,True,30,要人手査定
23454,13115,東京都杉並区堀ノ内,中古マンション等,145,37.0,6.0,190000000,0.9474882924497601,1.94748829244976,94.74882924497601,高値,中度,179168922.90537792,92000000.0,True,30,要人手査定
5240,13104,東京都新宿区四谷,中古マンション等,90,2.0,4.0,410000000,0.9432538612281323,1.9432538612281323,94.32538612281323,高値,中度,369218233.6333451,190000000.0,True,30,要人手査定
24011,13115,東京都杉並区浜田山,中古マンション等,160,21.0,7.0,180000000,0.9409318504673768,1.9409318504673767,94.09318504673769,高値,中度,213502503.55141145,110000000.0,True,30,要人手査定
22042,13114,東京都中野区東中野,中古マンション等,110,16.0,1.0,180000000,0.9405482106399625,1.9405482106399625,94.05482106399626,高値,中度,194054821.06399626,100000000.0,True,30,要人手査定
30900,13121,東京都足立区千住大川町,中古マンション等,25,32.0,12.0,21000000,0.9405406693227678,1.9405406693227678,94.05406693227678,高値,中度,15524325.354582142,8000000.0,True,30,要人手査定
38952,13224,東京都多摩市関戸,中古マンション等,75,42.0,1.0,37000000,0.938582429483736,1.938582429483736,93.8582429483736,高値,中度,32955901.301223513,17000000.0,True,30,要人手査定
38969,13224,東京都多摩市関戸,中古マンション等,75,42.0,1.0,36000000,0.938582429483736,1.938582429483736,93.8582429483736,高値,中度,32955901.301223513,17000000.0,True,30,要人手査定
33838,13201,東京都八王子市長沼町,中古マンション等,190,35.0,15.0,110000000,0.9371969373821781,1.937196937382178,93.71969373821781,高値,中度,71676286.68314059,37000000.0,True,30,要人手査定
4403,13103,東京都港区西麻布,中古マンション等,105,41.0,12.0,270000000,0.9353599323176625,1.9353599323176625,93.53599323176624,高値,中度,261273590.86288443,135000000.0,True,30,要人手査定
484,13101,東京都千代田区三番町,中古マンション等,35,49.0,6.0,57000000,0.932377161824952,1.932377161824952,93.2377161824952,高値,中度,50241806.20744875,26000000.0,True,30,要人手査定
34721,13203,東京都武蔵野市御殿山,中古マンション等,85,8.0,6.0,200000000,0.9320263478867157,1.9320263478867157,93.20263478867157,高値,中度,165188252.7443142,85500000.0,True,30,要人手査定
25080,13116,東京都豊島区西池袋,中古マンション等,30,26.0,5.0,35000000,0.92916801999192,1.9291680199919201,92.916801999192,高値,中度,44370864.45981416,23000000.0,True,30,要人手査定
38658,13222,東京都東久留米市浅間町,中古マンション等,75,43.0,8.0,35000000,0.9275508293065179,1.9275508293065178,92.7550829306518,高値,中度,26985711.61029125,14000000.0,True,30,要人手査定
34456,13202,東京都立川市曙町,中古マンション等,90,28.0,7.0,70000000,0.9272989076373326,1.9272989076373326,92.72989076373325,高値,中度,58782616.68293864,30500000.0,True,30,要人手査定
56,13101,東京都千代田区四番町,中古マンション等,75,49.0,7.0,96000000,0.9271653427222828,1.9271653427222828,92.71653427222827,高値,中度,144537400.7041712,75000000.0,True,30,要人手査定
15831,13110,東京都目黒区目黒,中古マンション等,210,38.0,15.0,330000000,0.9258574930669645,1.9258574930669645,92.58574930669646,高値,中度,337025061.2867188,175000000.0,True,30,要人手査定
2499,13103,東京都港区麻布台,中古マンション等,65,12.0,8.0,270000000,0.9237857502146557,1.9237857502146558,92.37857502146556,高値,中度,259711076.27897853,135000000.0,True,30,要人手査定
21861,13114,東京都中野区中野,中古マンション等,80,32.0,3.0,150000000,0.920028953100684,1.920028953100684,92.0028953100684,高値,中度,126721910.90464514,66000000.0,True,30,要人手査定
5324,13104,東京都新宿区四谷,中古マンション等,105,19.0,5.0,270000000,0.9192864729292082,1.9192864729292083,91.92864729292081,高値,中度,268700106.21008915,140000000.0,True,30,要人手査定
15015,13110,東京都目黒区上目黒,中古マンション等,125,17.0,2.0,600000000,0.9186007485949533,1.9186007485949534,91.86007485949533,高値,中度,335755131.00411683,175000000.0,True,30,要人手査定
28410,13119,東京都板橋区中台,中古マンション等,20,46.0,11.0,37000000,0.9181024670745097,1.9181024670745097,91.81024670745097,高値,中度,16207965.846779607,8450000.0,True,30,要人手査定
38087,13214,東京都国分寺市南町,中古マンション等,145,25.0,5.0,100000000,0.9165681931207194,1.9165681931207192,91.65681931207193,高値,中度,130326637.13220891,68000000.0,True,30,要人手査定
31282,13121,東京都足立区千住,中古マンション等,50,35.0,9.0,45000000,0.9151831413572559,1.915183141357256,91.51831413572559,高値,中度,48837170.104610026,25500000.0,True,30,要人手査定
21639,13113,東京都渋谷区広尾,中古マンション等,75,23.0,4.0,240000000,0.9121467008024982,1.9121467008024982,91.21467008024982,高値,中度,200775403.5842623,105000000.0,True,30,要人手査定
474,13101,東京都千代田区九段南,中古マンション等,50,26.0,9.0,110000000,0.9075433025335751,1.907543302533575,90.75433025335751,高値,中度,91562078.5216116,48000000.0,True,30,要人手査定
105,13101,東京都千代田区三番町,中古マンション等,55,41.0,4.0,90000000,0.9024565159367279,1.902456515936728,90.24565159367279,高値,中度,90366684.50699458,47500000.0,True,30,要人手査定
3579,13103,東京都港区三田,中古マンション等,95,17.0,7.0,480000000,0.9012930865642329,1.9012930865642328,90.12930865642329,高値,中度,465816806.20823705,245000000.0,True,30,要人手査定
20193,13112,東京都世田谷区玉川,中古マンション等,100,16.0,8.0,230000000,0.8986093679439823,1.8986093679439824,89.86093679439823,高値,中度,227833124.15327787,120000000.0,True,30,要人手査定
38785,13223,東京都武蔵村山市本町,中古マンション等,60,29.0,5.0,8800000,0.8984117336606855,1.8984117336606856,89.84117336606855,高値,中度,22780940.803928226,12000000.0,True,18,要人手査定
38926,13224,東京都多摩市関戸,中古マンション等,80,42.0,1.0,36000000,0.8977576112996206,1.8977576112996206,89.77576112996206,高値,中度,32261879.39209355,17000000.0,True,30,要人手査定
38723,13222,東京都東久留米市前沢,中古マンション等,55,48.0,5.0,18000000,0.8928610649028148,1.8928610649028148,89.28610649028148,高値,中度,14385744.093261393,7600000.0,True,30,要人手査定
38891,13224,東京都多摩市関戸,中古マンション等,75,42.0,1.0,37000000,0.8909435561033316,1.8909435561033316,89.09435561033317,高値,中度,32146040.453756638,17000000.0,True,30,要人手査定
13164,13109,東京都品川区上大崎,中古マンション等,65,52.0,2.0,87000000,0.8894226351125394,1.8894226351125394,88.94226351125394,高値,中度,85968729.89762054,45500000.0,True,30,要人手査定
13116,13109,東京都品川区上大崎,中古マンション等,65,52.0,2.0,83000000,0.8888551924099054,1.8888551924099055,88.88551924099055,高値,中度,85942911.2546507,45500000.0,True,30,要人手査定
20476,13113,東京都渋谷区代官山町,中古マンション等,75,26.0,1.0,230000000,0.886430981917478,1.886430981917478,88.64309819174781,高値,中度,207507408.01092258,110000000.0,True,30,要人手査定
6810,13105,東京都文京区小石川,中古マンション等,85,5.0,1.0,260000000,0.8860817142531048,1.8860817142531048,88.60817142531047,高値,中度,264051439.99543467,140000000.0,True,30,要人手査定
2519,13103,東京都港区麻布台,中古マンション等,40,12.0,7.0,140000000,0.8846914727378528,1.8846914727378528,88.46914727378528,高値,中度,127216674.40980506,67500000.0,True,30,要人手査定
13162,13109,東京都品川区上大崎,中古マンション等,160,33.0,8.0,320000000,0.8821646752358451,1.882164675235845,88.21646752358451,高値,中度,319967994.79009366,170000000.0,True,30,要人手査定
20629,13113,東京都渋谷区広尾,中古マンション等,80,42.0,6.0,240000000,0.8802171522773956,1.8802171522773956,88.02171522773956,高値,中度,186141498.07546216,99000000.0,True,30,要人手査定
2790,13103,東京都港区南青山,中古マンション等,85,45.0,11.0,180000000,0.8795229763965047,1.8795229763965047,87.95229763965047,高値,中度,172916113.82847843,92000000.0,True,30,要人手査定
19811,13112,東京都世田谷区三宿,中古マンション等,80,48.0,15.0,85000000,0.8777013059016616,1.8777013059016616,87.77013059016616,高値,中度,91068513.33623059,48500000.0,True,30,要人手査定
26895,13118,東京都荒川区南千住,中古マンション等,160,34.0,18.0,95000000,0.8758319728507002,1.8758319728507002,87.58319728507003,高値,中度,123804910.20814621,66000000.0,True,30,要人手査定
39174,13224,東京都多摩市永山,中古マンション等,65,49.0,6.0,24000000,0.8730439389841019,1.873043938984102,87.3043938984102,高値,中度,22476527.267809223,12000000.0,True,30,要人手査定
17764,13111,東京都大田区西蒲田,中古マンション等,25,37.0,11.0,24000000,0.8725416588351829,1.8725416588351829,87.25416588351828,高値,中度,22470499.906022195,12000000.0,True,30,要人手査定
14365,13109,東京都品川区北品川,中古マンション等,30,27.0,7.0,46000000,0.8711879857446714,1.8711879857446714,87.11879857446714,高値,中度,53328857.59372313,28500000.0,True,30,要人手査定
33886,13201,東京都八王子市子安町,中古マンション等,80,16.0,2.0,88000000,0.8706148627117615,1.8706148627117616,87.06148627117615,高値,中度,88854205.97880867,47500000.0,True,30,要人手査定
